Order Date,Region,Category,Sales,Profit
10-11-2016,West,Furniture,467.46,191.6586
10-11-2016,West,Office Supplies,61.4,28.858
10-11-2016,West,Office Supplies,720.76,187.3976
10-11-2016,West,Office Supplies,5.184,1.8144
10-11-2016,West,Office Supplies,14.7,3.969
31-03-2014,Central,Office Supplies,8.134,-13.8278
31-03-2014,Central,Technology,79.984,13.9972
18-09-2015,West,Office Supplies,18.54,8.7138
07-11-2015,East,Office Supplies,24.4,7.93
19-05-2017,South,Office Supplies,195.64,91.9508
03-01-2015,Central,Technology,398.4,84.66
03-01-2015,Central,Office Supplies,7.056,0.7938
03-01-2015,Central,Furniture,1352.3976,-437.5404
08-09-2015,West,Office Supplies,26.4,11.88
08-09-2015,West,Office Supplies,41.88,0.8376
03-04-2016,East,Office Supplies,99.846,-83.205
05-12-2016,South,Technology,699.98,195.9944
05-12-2016,South,Office Supplies,584.82,70.1784
08-05-2015,Central,Office Supplies,43.98,21.99
08-05-2015,Central,Technology,377.97,105.8316
08-05-2015,Central,Furniture,123.96,11.1564
22-09-2017,East,Technology,391.98,113.6742
30-11-2017,South,Technology,383.976,81.5949
30-11-2017,South,Furniture,1781.682,-653.2834
15-01-2017,West,Office Supplies,21.4,6.206
08-08-2014,Central,Technology,549.99,274.995
08-08-2014,Central,Office Supplies,167.535,37.23
08-08-2014,Central,Office Supplies,38.34,17.253
08-08-2014,Central,Furniture,53.88,22.6296
08-08-2014,Central,Technology,299.98,83.9944
05-11-2015,West,Office Supplies,62.8,15.7
25-04-2017,West,Office Supplies,13.904,4.5188
20-04-2014,Central,Furniture,744.1,-95.67
20-04-2014,Central,Office Supplies,44.84,5.605
20-04-2014,Central,Furniture,401.59,-131.951
11-11-2017,Central,Office Supplies,18.24,8.5728
25-11-2017,West,Furniture,359.499,-29.6058
25-11-2017,West,Office Supplies,10.48,2.8296
18-12-2015,East,Office Supplies,20.736,7.2576
08-09-2016,South,Technology,35.168,8.3524
08-09-2016,South,Office Supplies,64.704,23.4552
06-06-2016,East,Office Supplies,105.52,48.5392
19-06-2015,Central,Office Supplies,5.792,-9.5568
05-03-2015,East,Technology,466.158,-93.2316
05-03-2015,East,Technology,10.312,-1.289
05-03-2015,East,Office Supplies,2.556,-1.7892
04-08-2017,West,Office Supplies,7.968,2.8884
04-08-2017,West,Office Supplies,8.784,3.1842
30-12-2017,West,Office Supplies,3.024,-0.6048
23-05-2015,East,Office Supplies,51.45,13.8915
06-12-2014,Central,Office Supplies,14.016,-31.536
06-12-2014,Central,Furniture,214.95,-120.372
06-12-2014,Central,Technology,35.04,-7.008
06-12-2014,Central,Furniture,10.776,-4.8492
06-12-2014,Central,Office Supplies,4.6,-8.05
06-12-2014,Central,Office Supplies,35.168,-8.3524
07-08-2015,West,Office Supplies,19.152,6.4638
17-03-2014,Central,Office Supplies,4.448,0.3336
17-03-2014,Central,Office Supplies,5.184,1.8792
17-03-2014,Central,Office Supplies,15.552,5.4432
26-03-2015,East,Office Supplies,40.032,12.51
26-03-2015,East,Technology,16.776,5.0328
14-12-2014,South,Furniture,186.304,13.9728
19-09-2015,South,Technology,66.36,23.226
25-04-2017,South,Office Supplies,42.048,5.256
25-04-2017,South,Office Supplies,67.92,6.792
18-10-2014,East,Office Supplies,52.512,19.692
18-10-2014,East,Office Supplies,186.912,-35.046
18-10-2014,East,Office Supplies,10.048,3.14
13-11-2015,Central,Furniture,17.496,-7.4358
31-01-2016,Central,Office Supplies,15.552,5.4432
17-11-2016,West,Office Supplies,10.776,3.3675
25-07-2017,East,Office Supplies,3.304,1.0738
11-11-2017,East,Office Supplies,35.48,0
26-09-2015,East,Office Supplies,34.44,16.1868
26-09-2015,East,Technology,629.93,296.0671
26-09-2015,East,Office Supplies,79.056,28.6578
04-04-2014,South,Office Supplies,232.55,9.302
04-04-2014,South,Technology,99.98,42.9914
04-04-2014,South,Office Supplies,19.44,9.3312
04-04-2014,South,Office Supplies,12.96,6.3504
14-09-2014,East,Furniture,464.292,-108.3348
14-09-2014,East,Office Supplies,68.46,31.4916
14-09-2014,East,Technology,2799.96,1371.9804
14-09-2014,East,Office Supplies,601.3,198.429
14-09-2014,East,Technology,16.99,4.4174
14-09-2014,East,Technology,287.97,80.6316
14-09-2014,East,Office Supplies,44.82,21.0654
29-12-2017,West,Furniture,101.12,37.4144
21-06-2015,South,Technology,107.976,37.7916
26-11-2017,East,Office Supplies,58.73,14.6825
26-11-2017,East,Office Supplies,93.344,32.6704
23-10-2016,West,Office Supplies,17.05,8.184
14-12-2015,West,Office Supplies,8.096,2.7324
13-11-2016,Central,Furniture,30.36,13.0548
29-09-2017,East,Office Supplies,23.34,10.9698
29-09-2017,East,Office Supplies,51.55,24.2285
08-11-2015,West,Technology,119.9,43.164
01-04-2016,East,Furniture,1317.492,292.776
01-04-2016,East,Office Supplies,63.84,18.5136
01-04-2016,East,Office Supplies,3.592,1.1225
02-02-2017,West,Furniture,86.26,29.3284
02-02-2017,West,Office Supplies,139.04,38.9312
02-02-2017,West,Office Supplies,46.8,16.38
24-12-2017,West,Furniture,8.544,1.9224
24-12-2017,West,Furniture,842.376,105.297
21-06-2014,East,Technology,1214.85,352.3065
06-03-2017,West,Office Supplies,67.78,16.945
25-09-2017,West,Office Supplies,39.9,10.374
30-06-2014,East,Office Supplies,2.688,0.84
30-06-2014,East,Office Supplies,6.6,2.904
07-08-2015,Central,Office Supplies,28.4,13.064
07-08-2015,Central,Furniture,212.94,34.0704
30-06-2017,Central,Technology,1001.584,125.198
30-06-2017,Central,Furniture,569.058,-178.8468
30-06-2017,Central,Furniture,14.224,-10.3124
26-10-2015,West,Technology,105.584,9.2386
26-10-2015,West,Technology,68.72,-14.603
30-07-2014,West,Furniture,1367.84,259.8896
18-11-2016,Central,Furniture,301.96,33.2156
06-07-2015,West,Furniture,170.352,-17.0352
10-11-2014,Central,Office Supplies,3.9,1.521
10-11-2014,Central,Office Supplies,12.84,5.778
10-11-2014,Central,Office Supplies,15.84,7.128
10-11-2014,Central,Furniture,563.94,112.788
10-11-2014,Central,Office Supplies,62.94,11.9586
10-11-2014,Central,Office Supplies,535.41,160.623
27-05-2016,Central,Furniture,3504.9,700.98
27-05-2016,Central,Office Supplies,144.12,69.1776
27-05-2016,Central,Office Supplies,314.55,150.984
08-03-2015,West,Office Supplies,3.408,0.8946
19-10-2017,Central,Office Supplies,2.072,-3.5224
19-10-2017,Central,Furniture,328.3992,-91.7586
05-11-2016,West,Office Supplies,53.248,19.968
26-12-2016,East,Office Supplies,4.992,1.6848
13-04-2015,West,Furniture,37.68,15.8256
13-04-2015,West,Technology,258.576,19.3932
13-04-2015,West,Office Supplies,75.84,29.5776
12-09-2017,East,Office Supplies,45.36,21.7728
12-09-2017,East,Office Supplies,45.78,22.89
24-09-2017,South,Office Supplies,40.29,10.0725
24-09-2017,South,Office Supplies,38.71,17.8066
10-10-2015,South,Office Supplies,1801.632,-337.806
27-11-2015,East,Technology,748.752,-162.2296
13-09-2015,Central,Technology,199.96,15.9968
13-09-2015,Central,Furniture,1516.2,394.212
14-11-2017,Central,Technology,167.952,-27.2922
14-11-2017,Central,Office Supplies,45.04,4.504
05-05-2017,West,Office Supplies,23.16,11.58
28-11-2014,South,Furniture,397.6,43.736
28-11-2014,South,Office Supplies,85.96,40.4012
28-11-2014,South,Office Supplies,13.12,4.3296
28-11-2014,South,Office Supplies,45.66,22.3734
10-05-2014,West,Office Supplies,158.13,77.4837
10-05-2014,West,Technology,43.6,4.36
03-03-2016,Central,Office Supplies,3930.072,-786.0144
03-03-2016,Central,Office Supplies,2.304,0.7776
03-03-2016,Central,Technology,431.976,32.3982
03-03-2016,Central,Technology,41.72,5.7365
15-08-2015,West,Furniture,104.23,28.1421
15-08-2015,West,Office Supplies,70.26,18.9702
12-09-2015,East,Office Supplies,9.26,3.0558
12-09-2015,East,Office Supplies,105.98,4.2392
12-09-2015,East,Office Supplies,1.24,0.5828
12-09-2015,East,Office Supplies,20.7,9.936
12-09-2015,East,Office Supplies,28.9,14.161
12-09-2015,East,Office Supplies,27.18,12.7746
12-01-2015,East,Office Supplies,465.18,120.9468
12-05-2015,East,Office Supplies,36.63,9.8901
26-09-2016,West,Office Supplies,51.45,13.8915
26-09-2016,West,Office Supplies,7.83,3.6018
26-09-2016,West,Office Supplies,35.4,13.452
26-09-2016,West,Office Supplies,29.9,13.455
09-09-2017,Central,Office Supplies,17.48,8.2156
15-04-2017,West,Office Supplies,79.14,36.4044
10-06-2017,East,Office Supplies,8.4,4.2
01-09-2017,Central,Furniture,498.26,134.5302
14-06-2014,Central,Furniture,212.94,57.4938
18-05-2017,Central,Office Supplies,706.86,197.9208
18-05-2017,Central,Technology,114.95,2.299
18-05-2017,Central,Office Supplies,43.19,20.7312
12-09-2017,West,Office Supplies,166.44,79.8912
21-06-2016,East,Office Supplies,36.56,12.796
21-06-2016,East,Office Supplies,186.144,60.4968
21-06-2016,East,Furniture,353.568,-44.196
26-11-2014,West,Office Supplies,81.98,40.1702
19-03-2017,West,Office Supplies,14.624,5.1184
19-03-2017,West,Furniture,697.16,8.7145
19-03-2017,West,Furniture,30.93,12.6813
19-03-2017,West,Office Supplies,27.496,9.2799
18-10-2014,South,Furniture,605.34,145.2816
22-08-2017,West,Furniture,210.008,2.6251
19-11-2016,Central,Office Supplies,54.96,15.9384
20-09-2014,East,Furniture,164.22,50.9082
20-09-2014,East,Furniture,362.94,36.294
20-09-2014,East,Technology,59.98,26.3912
11-09-2016,West,Office Supplies,332.94,6.6588
11-09-2016,West,Office Supplies,39.872,12.9584
23-09-2016,West,Office Supplies,13.68,3.6936
04-08-2017,Central,Office Supplies,3.318,-5.6406
25-07-2016,South,Office Supplies,10.44,4.8024
02-08-2016,West,Furniture,136.464,15.3522
02-08-2016,West,Technology,333.576,33.3576
02-08-2016,West,Office Supplies,12.544,4.704
21-05-2015,Central,Office Supplies,20.768,-52.9584
03-11-2017,West,Technology,43.5,10.875
16-04-2015,East,Office Supplies,12.576,4.0872
12-12-2016,South,Technology,249.95,19.996
12-12-2016,South,Office Supplies,49.12,23.0864
30-10-2015,South,Office Supplies,182.91,53.0439
07-03-2014,West,Office Supplies,107.648,33.64
05-03-2015,East,Furniture,99.372,-7.098
05-03-2015,East,Furniture,33.568,-5.4548
08-08-2016,Central,Office Supplies,10.56,4.752
03-01-2017,West,Office Supplies,38.88,18.6624
09-10-2017,West,Office Supplies,35.2,16.544
20-10-2017,East,Office Supplies,45.528,15.9348
07-09-2014,Central,Technology,196.776,14.7582
07-09-2014,Central,Office Supplies,2.92,-4.818
07-09-2014,Central,Furniture,200.795,-22.948
07-09-2014,Central,Technology,46.688,-2.918
07-09-2014,Central,Office Supplies,21.864,3.5529
30-09-2017,West,Office Supplies,11.76,5.7624
30-09-2017,West,Office Supplies,167.94,82.2906
30-09-2017,West,Office Supplies,3.89,1.0114
16-11-2017,East,Technology,52.44,24.1224
11-09-2017,West,Furniture,32.36,11.6496
11-09-2017,West,Office Supplies,406.6,113.848
16-01-2017,West,Furniture,27.92,8.0968
16-01-2017,West,Furniture,399.672,-14.9877
26-11-2016,South,Office Supplies,3.744,-2.6208
07-11-2015,East,Furniture,715.2,178.8
14-12-2017,South,Technology,159.8,70.312
14-12-2017,South,Technology,44.75,8.5025
13-09-2014,Central,Furniture,340.116,-9.7176
07-12-2014,South,Office Supplies,105.52,48.5392
07-09-2017,Central,Technology,13.48,1.8872
07-10-2017,Central,Office Supplies,85.52,22.2352
05-09-2015,Central,Furniture,6.16,2.9568
05-09-2015,Central,Office Supplies,36.84,17.3148
30-03-2014,West,Office Supplies,15.84,0
30-03-2014,West,Office Supplies,44.4,22.2
05-05-2017,West,Office Supplies,21.24,7.434
05-05-2017,West,Office Supplies,9.552,-7.3232
05-05-2017,West,Furniture,89.991,-152.9847
30-04-2017,West,Office Supplies,163.96,80.3404
08-09-2014,Central,Office Supplies,17.904,6.2664
08-09-2014,Central,Furniture,966.7,-13.81
08-09-2014,Central,Office Supplies,182.112,61.4628
20-06-2017,South,Office Supplies,4.464,0.3348
26-12-2015,East,Furniture,51.588,-15.4764
15-08-2017,Central,Office Supplies,50.4,23.184
04-03-2017,Central,Office Supplies,89.568,32.4684
27-07-2017,East,Furniture,14.89,4.0203
27-07-2017,East,Technology,543.92,135.98
23-09-2016,West,Office Supplies,4.08,1.9176
23-09-2016,West,Office Supplies,18.9,8.694
30-05-2016,South,Furniture,2275.5,386.835
30-05-2016,South,Technology,1979.7,653.301
30-05-2016,South,Office Supplies,62.1,29.808
16-11-2014,Central,Furniture,37.296,-1.0656
21-09-2014,Central,Furniture,8.544,-7.476
21-02-2016,East,Furniture,68.95,28.959
21-02-2016,East,Office Supplies,296.37,80.0199
21-02-2016,East,Technology,39.98,1.999
19-11-2017,Central,Furniture,191.058,-46.3998
19-11-2017,Central,Office Supplies,13.04,3.912
19-11-2017,Central,Office Supplies,1525.188,-2287.782
21-08-2016,South,Office Supplies,9.216,3.3408
21-08-2016,South,Office Supplies,28.048,3.506
30-04-2017,West,Furniture,64.96,21.4368
30-04-2017,West,Office Supplies,30.56,14.9744
02-05-2016,South,Furniture,187.056,11.691
02-10-2017,South,Furniture,11.808,1.3284
02-10-2017,South,Furniture,9.656,1.5691
02-10-2017,South,Office Supplies,20.736,7.2576
02-10-2017,South,Office Supplies,27.36,-21.888
02-10-2017,South,Furniture,2314.116,-1002.7836
02-10-2017,South,Office Supplies,34.236,-26.2476
02-10-2017,South,Furniture,19.76,5.928
18-09-2017,Central,Office Supplies,15.96,7.98
04-12-2015,West,Office Supplies,16.9,6.253
04-12-2015,West,Furniture,25.08,9.0288
17-01-2015,East,Office Supplies,6.68,2.004
06-01-2014,West,Office Supplies,19.44,9.3312
05-03-2015,Central,Technology,31.92,2.394
25-12-2016,East,Office Supplies,33.568,11.7488
04-09-2016,East,Furniture,63.94,24.9366
04-09-2016,East,Office Supplies,60.6,20.4525
04-09-2016,East,Office Supplies,22.72,6.5888
26-08-2014,East,Furniture,10.68,4.0584
26-08-2014,East,Office Supplies,17.34,8.4966
26-08-2014,East,Office Supplies,3.38,1.5548
21-05-2015,West,Office Supplies,26.976,8.7672
16-10-2017,West,Office Supplies,307.776,111.5688
09-11-2015,East,Office Supplies,244.55,4.891
09-11-2015,East,Office Supplies,12.24,5.7528
09-11-2015,East,Technology,13.98,6.0114
09-11-2015,East,Technology,899.95,53.997
21-11-2014,Central,Office Supplies,1.632,0.5508
21-11-2014,Central,Technology,267.96,16.7475
11-10-2015,East,Technology,31.95,2.2365
21-03-2017,West,Office Supplies,725.84,210.4936
21-03-2017,West,Office Supplies,10.896,3.9498
21-03-2017,West,Office Supplies,8.544,2.8836
04-01-2015,Central,Office Supplies,32.34,15.5232
04-01-2015,Central,Office Supplies,39.9,19.95
09-12-2017,Central,Office Supplies,143.856,48.5514
06-09-2016,Central,Office Supplies,41.92,15.196
06-09-2016,Central,Technology,329.584,37.0782
03-09-2016,South,Office Supplies,87.28,41.0216
13-05-2014,West,Furniture,279.456,20.9592
13-05-2014,West,Office Supplies,8,3.84
29-09-2016,West,Office Supplies,27.24,9.534
05-08-2014,West,Technology,16.36,1.636
05-08-2014,West,Office Supplies,15.78,0.6312
05-08-2014,West,Office Supplies,45.98,12.8744
14-04-2017,South,Furniture,198.272,-32.2192
09-06-2017,Central,Office Supplies,720.76,54.057
29-12-2016,Central,Furniture,70.56,23.9904
29-12-2016,Central,Office Supplies,81.96,22.9488
18-01-2014,West,Office Supplies,64.864,6.4864
20-11-2016,Central,Technology,151.192,13.2293
10-06-2017,West,Technology,88.776,7.7679
10-06-2017,West,Office Supplies,11.56,5.4332
10-06-2017,West,Office Supplies,15.58,3.895
10-09-2017,East,Office Supplies,85.056,28.7064
08-04-2017,Central,Furniture,273.96,71.2296
08-04-2017,Central,Furniture,306.9,79.794
24-10-2015,Central,Office Supplies,15.552,5.4432
24-10-2015,Central,Furniture,347.361,-69.4722
24-10-2015,Central,Office Supplies,10.368,3.6288
27-05-2017,West,Technology,98.16,9.816
27-05-2017,West,Office Supplies,31.44,7.86
05-12-2014,East,Office Supplies,348.488,117.6147
05-12-2014,East,Office Supplies,172.736,-30.2288
14-08-2016,West,Office Supplies,15.54,7.6146
14-08-2016,West,Technology,105.552,35.6238
05-09-2016,Central,Office Supplies,25.92,9.072
05-09-2016,Central,Office Supplies,15.808,5.3352
05-09-2016,Central,Office Supplies,10.368,3.7584
26-06-2017,East,Technology,358.2,41.79
26-06-2017,East,Technology,545.916,72.7888
12-03-2017,South,Office Supplies,40.41,18.5886
18-02-2017,West,Technology,167.976,10.4985
18-02-2017,West,Technology,109.53,47.0979
18-02-2017,West,Office Supplies,9.82,4.8118
10-11-2017,West,Office Supplies,26.352,9.5526
19-11-2014,East,Office Supplies,22.5,10.8
19-11-2014,East,Office Supplies,9.96,4.5816
19-11-2014,East,Office Supplies,213.08,102.2784
19-11-2014,East,Furniture,1025.88,235.9524
18-11-2014,West,Office Supplies,21.98,9.891
24-09-2016,West,Furniture,63.2,23.384
20-11-2016,West,Office Supplies,39,11.31
27-09-2016,East,Office Supplies,2.907,-2.0349
09-04-2016,West,Furniture,556.665,6.549
21-09-2017,West,Technology,71.98,15.1158
21-09-2017,West,Technology,79.98,26.3934
24-08-2017,East,Office Supplies,24.672,7.71
24-08-2017,East,Office Supplies,3.744,1.3104
22-02-2016,West,Technology,445.96,55.745
22-02-2016,West,Technology,36.24,15.2208
22-02-2016,West,Office Supplies,10.65,5.0055
08-12-2017,West,Office Supplies,87.92,40.4432
08-12-2017,West,Office Supplies,22.424,8.409
08-12-2017,West,Office Supplies,90.48,33.93
08-12-2017,West,Office Supplies,42.76,11.1176
18-09-2017,West,Office Supplies,10.08,3.528
18-09-2017,West,Technology,101.34,8.1072
11-09-2016,Central,Technology,224.75,62.93
23-09-2017,Central,Office Supplies,73.176,-197.5752
23-09-2017,Central,Office Supplies,20.736,7.2576
23-09-2017,Central,Technology,39.984,-8.9964
06-10-2014,Central,Office Supplies,15.36,7.68
23-10-2015,Central,Office Supplies,36.288,12.7008
23-10-2015,Central,Technology,150.384,15.0384
31-03-2016,East,Technology,280.782,-60.8361
31-03-2016,East,Technology,31.984,1.1994
29-12-2016,West,Office Supplies,11.232,3.9312
03-11-2017,South,Office Supplies,26.4,11.88
20-01-2017,East,Office Supplies,3.52,1.0208
03-12-2016,West,Technology,1649.95,659.98
03-12-2016,West,Furniture,111.9,51.474
14-06-2016,West,Furniture,599.165,35.245
02-09-2016,West,Office Supplies,46.53,12.0978
05-09-2014,South,Furniture,31.984,1.999
21-10-2017,East,Office Supplies,161.568,16.1568
21-10-2017,East,Office Supplies,4.064,1.3716
21-10-2017,East,Office Supplies,6.216,-4.9728
25-04-2017,West,Office Supplies,8.896,0.6672
19-10-2015,West,Office Supplies,1640.7,459.396
19-10-2015,West,Technology,270,97.2
05-07-2014,South,Furniture,19.52,5.368
05-07-2014,South,Office Supplies,9.81,-6.867
05-07-2014,South,Furniture,213.216,15.9912
04-04-2016,East,Office Supplies,588.784,183.995
13-11-2017,South,Office Supplies,2.064,0.1548
09-09-2017,West,Office Supplies,6.368,2.388
17-04-2015,East,Technology,99.6,36.852
17-04-2015,East,Office Supplies,62.296,21.0249
17-04-2015,East,Office Supplies,10.71,2.7846
25-07-2016,Central,Office Supplies,20.936,7.0659
26-08-2016,East,Technology,33,8.25
26-08-2016,East,Technology,249.95,87.4825
12-09-2014,Central,Office Supplies,357.93,7.1586
12-09-2014,Central,Technology,57.4,10.906
12-09-2014,Central,Office Supplies,331.96,149.382
12-09-2014,Central,Furniture,40.56,12.9792
22-07-2016,West,Office Supplies,86.2,24.998
19-05-2017,Central,Office Supplies,38.016,13.7808
28-04-2017,East,Office Supplies,8.384,0.7336
28-04-2017,East,Office Supplies,6.848,0.7704
29-12-2017,West,Office Supplies,19.6,9.604
29-12-2017,West,Furniture,68.46,20.538
04-09-2017,West,Office Supplies,13.344,4.3368
04-09-2017,West,Furniture,1478.272,92.392
21-03-2014,South,Office Supplies,16.272,-3.8646
28-09-2017,West,Furniture,9.24,4.4352
19-01-2014,West,Office Supplies,32.34,-23.716
19-01-2014,West,Office Supplies,56.064,19.6224
19-01-2014,West,Office Supplies,108.72,36.693
19-01-2014,West,Furniture,181.47,-320.597
14-02-2014,Central,Office Supplies,16.176,6.066
09-06-2016,West,Furniture,122.352,13.7646
26-09-2014,West,Furniture,585.552,73.194
26-09-2014,West,Office Supplies,19.44,9.3312
30-05-2016,East,Office Supplies,123.92,9.294
19-12-2017,West,Furniture,13.36,4.008
19-12-2017,West,Office Supplies,78.256,-17.6076
19-12-2017,West,Furniture,102.018,-183.6324
26-12-2017,Central,Office Supplies,750.68,37.534
15-06-2017,Central,Office Supplies,44.4,22.2
15-06-2017,Central,Office Supplies,84.55,22.8285
15-06-2017,Central,Office Supplies,17.94,8.7906
20-11-2016,East,Office Supplies,128.4,62.916
31-03-2014,South,Office Supplies,1.869,-1.3083
08-10-2017,West,Technology,103.192,11.6091
08-10-2017,West,Technology,36,6.48
08-10-2017,West,Technology,239.96,115.1808
08-10-2017,West,Office Supplies,40.68,0.4068
30-01-2017,South,Furniture,419.136,-68.1096
12-12-2014,South,Office Supplies,23.472,7.6284
24-10-2015,Central,Office Supplies,3.592,-6.286
01-04-2017,South,Technology,23.976,-5.6943
01-04-2017,South,Office Supplies,6.264,2.0358
01-04-2017,South,Office Supplies,20.808,1.8207
01-04-2017,South,Furniture,218.352,-19.1058
26-01-2017,Central,Office Supplies,18.16,1.816
28-11-2014,West,Office Supplies,7.36,0.1472
28-11-2014,West,Office Supplies,41.4,19.872
28-11-2014,West,Furniture,411.332,-4.8392
04-09-2015,East,Office Supplies,7.656,-6.1248
12-06-2017,East,Technology,63.92,19.176
15-07-2017,East,Office Supplies,6.56,1.9024
15-07-2017,East,Office Supplies,7.83,3.6018
15-07-2017,East,Technology,41.9,8.799
15-07-2017,East,Furniture,664.146,88.5528
15-07-2017,East,Office Supplies,8.96,4.3904
02-11-2017,East,Furniture,3.312,0.6624
02-11-2017,East,Office Supplies,20.136,1.2585
02-11-2017,East,Office Supplies,8.856,2.8782
02-11-2017,East,Technology,859.2,-186.16
08-10-2016,West,Office Supplies,61.96,27.882
08-04-2016,South,Office Supplies,17.92,8.6016
08-10-2015,West,Furniture,145.9,62.737
15-05-2017,Central,Office Supplies,56.704,19.1376
15-05-2017,Central,Technology,11.12,3.475
24-02-2014,West,Office Supplies,32.896,11.1024
24-02-2014,West,Office Supplies,22.776,7.6869
30-05-2015,East,Technology,239.97,2.3997
30-05-2015,East,Office Supplies,160.32,44.8896
30-05-2015,East,Technology,128.85,3.8655
18-11-2016,South,Technology,1319.96,527.984
04-12-2017,East,Furniture,239.96,-10.284
04-12-2017,East,Furniture,54.768,6.846
04-12-2017,East,Office Supplies,13.392,3.1806
04-12-2017,East,Office Supplies,23.92,8.671
04-12-2017,East,Technology,255.968,-28.7964
05-06-2016,West,Office Supplies,21.552,7.0044
05-06-2016,West,Office Supplies,58.24,15.7248
10-12-2016,West,Office Supplies,80.28,36.9288
30-04-2017,West,Office Supplies,9.78,4.0098
24-04-2017,West,Office Supplies,1.81,0.6516
08-05-2015,East,Office Supplies,37.94,18.2112
31-03-2015,South,Technology,79.96,27.986
06-08-2017,Central,Office Supplies,115.296,40.3536
02-12-2017,Central,Technology,2479.96,743.988
06-06-2016,South,Technology,179.94,75.5748
06-06-2016,South,Technology,26.85,5.1015
06-06-2016,South,Technology,323.37,129.348
06-06-2016,South,Office Supplies,59.94,28.1718
06-06-2016,South,Office Supplies,64.14,30.7872
06-06-2016,South,Office Supplies,11.67,5.6016
06-06-2016,South,Office Supplies,12.96,6.2208
13-04-2015,Central,Office Supplies,17.43,8.0178
22-05-2017,Central,Furniture,181.986,-54.5958
22-05-2017,Central,Office Supplies,1.592,-2.6268
22-05-2017,Central,Office Supplies,22.344,2.5137
19-12-2016,West,Furniture,455.97,-218.8656
19-12-2016,West,Office Supplies,10.44,-7.656
19-12-2016,West,Office Supplies,5.214,-4.1712
22-09-2017,East,Office Supplies,67.4,17.524
07-09-2017,West,Furniture,25.16,10.5672
07-09-2017,West,Technology,126.56,47.46
28-11-2014,West,Office Supplies,43.68,11.7936
28-11-2014,West,Technology,139.93,34.9825
12-11-2014,Central,Office Supplies,2.672,0.334
12-11-2014,Central,Office Supplies,16.656,-3.123
12-11-2014,Central,Technology,79.512,20.8719
12-11-2014,Central,Office Supplies,36.288,12.7008
12-11-2014,Central,Furniture,67.9932,-12.9987
02-10-2017,South,Furniture,10.16,3.4544
14-12-2015,South,Furniture,6.16,1.9712
14-12-2015,South,Office Supplies,56.3,15.764
06-12-2015,West,Office Supplies,6.48,3.1104
06-12-2015,West,Office Supplies,1325.85,238.653
06-12-2015,West,Office Supplies,14.94,6.8724
31-03-2017,South,Office Supplies,34.54,17.27
31-03-2017,South,Technology,2999.95,1439.976
31-03-2017,South,Office Supplies,64.12,30.7776
13-03-2017,Central,Office Supplies,19.456,2.1888
13-03-2017,Central,Technology,209.986,8.9994
13-03-2017,Central,Office Supplies,29.76,1.86
13-03-2017,Central,Furniture,89.768,-2.5648
13-03-2017,Central,Technology,959.984,335.9944
13-03-2017,Central,Office Supplies,15.552,5.6376
13-03-2017,Central,Technology,34.36,-7.3015
05-12-2014,East,Office Supplies,98.376,35.6613
05-12-2014,East,Office Supplies,29.94,-23.952
05-12-2014,East,Office Supplies,17.472,5.6784
05-12-2014,East,Technology,36.738,-9.1845
05-12-2014,East,Technology,179.94,-44.985
12-12-2016,West,Furniture,383.64,122.7648
12-12-2016,West,Office Supplies,56.52,15.8256
09-09-2017,West,Office Supplies,6.56,1.9024
09-09-2017,West,Furniture,243.92,-15.245
09-09-2017,West,Office Supplies,47.52,22.8096
04-10-2017,East,Furniture,19.98,8.5914
09-05-2016,East,Office Supplies,8,3.44
15-12-2014,West,Furniture,6.16,1.9712
30-11-2017,East,Office Supplies,83.56,1.6712
30-11-2017,East,Technology,546.06,163.818
30-11-2017,East,Office Supplies,269.49,5.3898
19-03-2015,West,Office Supplies,10.9,3.597
19-07-2014,West,Office Supplies,6.096,2.2098
08-12-2016,West,Office Supplies,34.05,9.534
08-12-2016,West,Office Supplies,352.38,81.0474
13-10-2014,East,Furniture,245.98,27.0578
13-10-2014,East,Office Supplies,18.94,9.47
19-11-2017,East,Office Supplies,59.913,-45.9333
24-09-2017,East,Technology,391.98,109.7544
24-09-2017,East,Technology,437.85,131.355
25-09-2015,East,Office Supplies,68.62,32.2514
13-02-2017,East,Office Supplies,25.02,6.5052
13-02-2017,East,Office Supplies,10.71,2.7846
03-10-2014,East,Office Supplies,55.984,4.1988
03-10-2014,East,Office Supplies,14.48,4.887
03-10-2014,East,Technology,142.488,-3.5622
27-08-2016,Central,Office Supplies,14.16,1.062
27-08-2016,Central,Office Supplies,79.92,27.972
03-12-2015,East,Office Supplies,590.352,206.6232
20-09-2016,South,Furniture,17.088,1.068
20-09-2016,South,Furniture,98.392,-11.0691
25-03-2017,East,Office Supplies,11.05,2.9835
06-12-2015,West,Office Supplies,7.78,2.0228
31-08-2017,South,Technology,659.9,217.767
05-10-2015,East,Technology,53.04,-4.641
18-08-2017,West,Technology,843.9,371.316
18-08-2017,West,Technology,1496.16,224.424
02-02-2016,East,Office Supplies,117.96,5.898
23-08-2016,East,Office Supplies,21.3,8.733
23-08-2016,East,Office Supplies,1040.8,281.016
23-08-2016,East,Office Supplies,29.34,7.9218
30-06-2017,South,Furniture,19.52,5.368
18-09-2015,West,Office Supplies,443.92,8.8784
25-09-2016,Central,Technology,499.95,174.9825
25-09-2016,Central,Office Supplies,3.04,1.0336
25-09-2016,Central,Furniture,201.96,50.49
